release	have	want
18950194	0	2
23733791	2	0
21318163	3	0
24230084	2	1
32101257	5	1
14717401	13	105
24719051	16	1
5128588	105	3
7763046	4	0
6063609	1	1
27525966	22	25
9344289	6	1
19925695	7	11
29600482	2	2
13967997	35	2
8302686	9	19
26858918	13	5
34911587	0	1
5142181	1	0
6446779	67	25
5578470	8	1
9936299	4	3
19594156	9	3
21776551	5	0
29485525	1	7
6753562	1	1
24386795	0	18
29089402	1	0
5901104	21	22
7060557	9	3
13523049	0	0
13145632	8	12
12990368	10	187
7536851	89	6
14893094	3	3
29481943	0	0
14341395	6	2
15967324	5	41
25893505	8	87
14974601	0	2
34195210	0	0
19730131	3	1
31017463	2	0
16885353	17	4
6939818	4	29
7392827	0	1
18196393	0	0
9315370	35	1
27007200	2	3
9860156	6	26
31857449	4	4
13713273	7	10
23455517	0	0
11516376	41	4
15234985	1	2
33723660	1	0
14456765	0	1
6712574	3	5
12645935	10	14
17879551	0	0
24450590	0	1
29705959	19	2
33028809	2	2
7598043	14	4
21620101	0	2
33403184	1	1
6468482	2	1
29377501	27	31
15454572	2	0
23709935	25	7
14603048	1	0
15131218	4	4
28707469	2	1
17425894	16	0
25576837	1	0
13882773	6	68
19257454	6	2
6857653	20	58
13127391	11	138
15508245	2	0
9108098	36	19
12889576	0	0
32282112	1	0
21899857	6	5
5549909	24	17
13676720	0	0
13083346	13	1
15857567	3	14
10453430	9	334
32429358	1	0
11978252	8	9
14774553	1	1
18632110	1	0
9649233	18	3
15255979	26	47
6354587	18	5
30606265	2	0
14155988	0	0
13204447	2	0
29435134	1	0
6538794	1	0
29240155	48	49
6087429	5	8
14119107	20	2
6874662	11	2
6954796	88	140
14893230	13	40
21881974	1	0
19406725	0	0
9273203	4	1
8545828	16	7
4734972	110	28
5555785	3	3
6082084	0	1
8360249	1	2
11386491	3	1
13332895	26	14
23029013	0	5
4697141	13	8
8415028	10	3
23608451	5	4
10007854	1	85
8830535	2	0
16457034	3	2
15994549	0	0
24872039	2	1
5172431	59	41
12784047	17	1
6366812	3	60
14359818	2	1
15586357	8	2
12209311	42	33
13899819	1	12
12849246	8	5
8431551	0	8
16693215	6	35
11068138	0	1
15449584	6	1
7976230	0	1
5340263	283	174
7974253	9	13
5180481	29	89
7717360	6	13
18193273	44	57
8337557	6	1
25581220	0	0
11721893	2	0
22498202	1	0
6203457	40	55
22842251	33	11
13542714	2	3
9161772	3	61
12853642	13	63
23046689	8	3
29954623	1	0
33570048	0	0
13186354	3	2
14847590	5	12
9586201	4	0
7112185	280	138
21667021	0	0
26307770	2	0
15231431	19	17
10797301	4	0
18177073	11	14
28617955	21	1
6511040	17	61
7326939	2	0
31953296	0	0
28027629	0	0
18270154	3	0
28127254	82	38
14776026	3	0
6516240	6	11
24740174	4	2
14420355	0	2
7494347	3	6
16027945	1	5
29748883	19	7
12934005	2	0
26340314	3	1
6887127	8	12
9819564	10	1
15036866	4	3
15072436	10	6
15892155	1	0
14143610	4	13
18775687	0	2
15524348	100	18
10080149	20	103
16004911	2	3
13027148	6	2
13610676	14	10
15087015	4	1
28126636	2	0
12969866	1	0
25059493	2	0
5626904	0	0
10752464	4	1
6977077	2	0
7868313	2	2
15677238	222	150
20144341	9	1
27371148	1	0
33400973	2	0
27160179	2	2
7568283	19	42
9407359	9	31
14876786	1	0
18114658	5	21
25286659	1	1
9926517	26	26
29618935	1	2
23819417	0	0
15146938	3	53
9759984	2	12
11979593	1	2
8353930	16	12
6037150	3	2
7000341	69	2
34551118	1	1
15114182	2	1
16020939	1	0
4801353	4	10
14914876	1	18
16848807	2	1
28831774	5	0
6804968	3	4
25028644	0	0
10915872	1	13
11183177	2	4
8613032	28	14
23434361	8	3
27206928	2	3
15085724	12	0
17740684	0	0
13015376	2	7
8944960	2	1
6945628	7	25
7671174	8	11
27995553	57	14
24486080	0	1
24642119	93	100
29559112	1	5
20640505	9	11
7552946	1	0
24025271	4	0
24831356	0	0
8739312	1	0
25343437	19	0
8367365	3	7
12422280	1	0
15757900	0	0
8178744	9	2
9746495	3	0
13370584	1	0
5419159	2	7
15883095	6	5
6779952	14	5
11043605	0	1
13408964	8	48
4991925	18	4
15876125	1	0
31615606	1	1
7619156	5	1
5600265	5	1
15832679	4	1
7785440	9	3
12281756	1	3
10477131	2	0
15970655	2	0
24200627	14	4
5533565	14	12
31079075	28	1
12144516	101	164
13715553	3	4
29827297	0	0
31205293	1	4
10015753	7	11
12730358	2	6
13683545	9	29
14475831	1	0
24549026	9	2
27382953	0	0
29599321	2	4
13737148	1	1
6805590	9	170
13927467	10	5
28202326	6	0
14309197	10	2
8035363	28	2
16076124	0	0
25208260	3	0
5731108	40	24
23647199	5	1
28274095	0	0
28605850	3	0
21538678	0	0
13539845	5	0
12181242	51	13
10270330	4	8
35203693	4	0
15072409	204	97
5893594	6	0
6190631	18	1
28268689	5	2
5307267	349	34
9084741	29	25
14441283	5	5
15774571	0	1
5031309	61	65
5726825	6	30
10381016	12	6
23392913	2	0
22187896	0	2
33692958	1	1
13946562	1	4
12448261	157	42
16348275	6	23
7951772	14	5
6618791	21	6
32107752	1	0
16009260	3	0
25746421	8	11
7625861	63	68
20142238	34	3
7679994	72	10
13998099	1	0
23326517	2	0
7764095	6	4
12800467	26	42
9469828	0	1
13183915	1	0
5721063	5	1
30891579	0	0
15805765	7	10
8495133	12	43
32796915	0	2
32652294	4	29
14552731	6	3
24913952	1	0
31002352	5	3
11732724	6	1
11039156	23	1
18653581	2	1
7216210	21	148
32175204	4	1
11438282	16	13
7748912	9	5
11958105	1	0
16883868	0	0
7960910	3	1
13841515	2	3
22496909	1	0
6733838	1	1
11162357	91	42
11038429	3	0
11601662	7	21
9782412	6	10
30388214	1	1
5462656	16	37
8377047	92	11
14880441	1	3
12991162	1	33
29582326	3	1
31934845	68	23
32043606	3	0
12791180	9	8
7952693	13	3
6817371	8	1
5299390	5	12
29338255	1	1
19867915	0	1
26669846	94	24
5770173	10	2
8238654	0	0
6638484	19	35
13226630	2	92
14228415	32	24
9303662	22	5
34959248	0	0
15324069	2	0
15754405	0	1
4912097	2	0
26170076	0	1
10874160	3	53
10639601	1	0
14651919	25	0
15197319	15	4
19801009	33	8
8488852	42	3
12907959	3	1
22506023	8	23
21233839	33	55
5073664	10	3
13195539	3	2
20855713	0	1
29283121	1	1
18183493	1	0
18646705	2	1
27421356	2	1
4788616	43	20
9546799	10	16
23992928	0	0
33545622	0	1
11249098	3	2
15748390	0	0
25418998	1	5
6092529	20	4
6538105	29	7
13979104	1	4
11624577	80	64
19504663	2	0
13970279	0	1
9093650	66	3
13572603	9	4
4783693	63	8
18301141	1	31
12296350	2	0
16377711	1	0
9247078	29	34
6727267	38	14
18117022	5	1
19714414	7	2
11210462	5	4
5290944	6	1
8533777	4	1
11018506	2	0
13123226	762	104
24469514	1	1
29301715	0	0
35492800	8	0
5131439	42	7
9188959	10	3
12819504	5	9
15664569	1	1
18434245	1	1
9095991	83	112
27643305	1	0
18374719	1	0
6224324	619	219
23750543	10	3
11369408	9	0
15956110	4	0
11779309	30	11
26206550	0	8
13894321	0	0
7894370	22	13
33399527	2	0
9021269	22	19
8884985	11	28
11019629	4	12
12037656	2	9
7279320	44	17
11591030	2	96
13045571	4	6
13545662	12	21
23135561	8	2
23581085	1	0
13170770	25	49
34133134	1	0
20078011	4	5
7724733	7	4
15230324	4	1
13948509	0	0
16046014	8	12
4909744	100	5
29384230	13	13
27781032	6	1
22539092	3	3
30945685	2	19
9156869	10	3
5103650	197	398
5108727	1	10
14350189	2	0
15557785	2	1
5854662	6	2
8129328	10	22
16178494	3	5
26729957	4	4
13551721	0	0
7455239	7	3
5156686	2	0
12691547	4	0
5013614	157	517
11887807	7	21
21712603	2	0
5942059	18	13
15875080	14	2
8051073	7	80
15641736	2	2
33451571	2	0
6967559	20	23
14348094	2	1
9530641	5	23
10742613	0	0
14999938	2	3
19021528	3	1
20603458	1	1
25617817	0	0
5315650	9	5
7282803	13	10
11409736	2	28
12451028	2	1
15746905	0	3
22939946	12	3
17280013	1	7
8862290	11	5
24148637	1	0
24878501	1	0
13499587	2	0
33186894	4	1
32626197	2	4
22134580	76	14
8725483	1	0
13308212	2	0
7070166	1	50
6822414	127	16
22515380	1	0
8265252	1	0
6032946	19	14
8788735	25	6
7318427	14	8
5648493	12	24
35466847	1	1
8395472	94	14
14221073	64	435
13518001	1	1
31782860	0	9
6934235	0	0
23725214	95	2
7895864	0	6
31400753	0	0
6259862	9	2
29742112	6	43
7600494	14	19
14972984	4	2
11362977	24	34
14549324	13	3
18245977	9	121
31732958	0	0
4846979	3	0
15452302	11	0
14405319	2	3
24051668	11	1
25992043	3	0
6973714	5	4
29130145	6	1
27032046	2	0
7749552	45	297
28173187	1	0
4780841	5	28
27193119	189	124
18766522	0	2
32818839	6	3
21796624	2	0
26866109	0	1
34218271	0	0
16196326	2	0
12654233	19	5
10337430	657	87
32323050	0	0
32381670	0	0
5454617	56	26
14656314	18	40
6672628	8	23
9482594	23	2
25105048	6	2
7316271	5	3
11361234	13	2
24633605	4	1
25872034	6	2
12226234	6	2
4938080	49	42
14382327	4	0
15715658	2	8
15762390	16	1
9615257	48	20
10924839	74	5
8894558	11	15
11585624	6	0
16807533	0	19
4674812	32	7
14263518	0	0
33280269	8	7
8335150	2	0
22129606	1	0
22183321	1	0
34758329	1	0
4765069	6	5
13440072	3	33
11380127	1	1
14967715	4	0
30356291	0	0
16481670	2	2
8502233	8	8
9276054	2	20
10383396	0	2
11866051	25	4
13410480	2	6
26572316	0	0
15875298	3	2
15674209	15	21
21548470	290	423
11870142	4	15
5912635	26	31
8740634	83	7
10134184	3	6
15353300	2	2
25744075	1	2
33614619	0	0
4704757	133	39
12122447	24	29
8836346	7	2
12571227	63	14
23817551	1	3
32391003	0	4
25470265	1	1
27320877	0	0
6206054	14	1
7718929	41	9
11934019	4	21
16104886	7	0
19216930	1	4
10124014	7	2
5837840	4	24
15832034	1	1
35304793	2	1
26401652	3	3
13518770	3	2
14702194	3	3
14864639	3	0
8828881	16	2
15010804	5	1
13502545	3	5
28042509	2	1
5645694	12	1
6693301	5	13
13568041	1	0
8279985	20	6
26085958	132	286
33363041	2	1
15155988	111	25
8739638	360	358
25672672	0	0
13219359	8	40
8238506	26	8
16073722	10	2
8106971	29	29
7628003	60	5
16716621	11	6
12275555	3	3
9768489	16	29
7074378	44	14
6563719	21	45
18076588	1	1
20870362	4	5
22565348	3	0
30981433	4	3
13721988	4	2
17293573	1	1
23485310	11	0
6433149	12	9
15178397	7	0
17045748	2	5
26917880	1	2
35238928	1	1
31925908	0	0
12463689	2	0
5828332	27	30
10020933	3	1
9847019	2	0
22068016	11	1
15664906	9	0
10090914	6	8
11631137	17	7
11084559	5	3
12448720	0	4
14436233	10	16
10471024	4	2
20534566	1	4
14408876	5	32
10402869	6	1
26197361	51	17
11327668	1	0
13349235	13	35
30982756	7	0
5313138	171	4
13341746	3	1
15555181	1	3
15246598	7	29
26871386	2	4
11949111	5	11
14874692	5	14
22056910	11	2
14641122	16	12
6779764	49	8
7810808	24	22
9665639	2	0
27067143	0	0
5488828	19	2
16853451	1	0
32709441	1	0
22973768	104	33
21596224	1	6
23297297	86	21
17917936	15	0
5979977	52	45
30925356	0	1
12735873	1	0
5238281	48	5
13096194	4	1
14376315	10	2
16944867	1	1
15079354	12	7
26714687	1	1
11101437	33	4
9948259	7	4
13635178	21	0
20395435	0	0
5647596	2	3
11881980	8	10
9492714	11	1
33454694	0	0
14358579	10	27
12223475	43	20
13608443	5	0
15796587	2	0
8045968	19	1
6775962	29	32
20946514	0	0
4797371	30	3
32135430	0	1
6019926	21	13
9059253	115	10
7751400	9	4
8819961	3	6
27177624	0	2
27407442	3	6
10846467	38	7
16319901	1	0
31387016	5	15
8646562	9	1
6536329	21	2
6418307	86	7
23868944	2	1
32825514	1	0
23517164	5	5
6320934	15	1
5828457	12	4
24200897	2	0
7631458	190	38
17867461	3	7
9966338	23	3
15107471	2	0
11232540	7	7
29208154	14	5
30773925	0	2
31877917	0	0
33771813	1	1
19480627	2	0
8773341	0	0
12211347	12	2
5292527	0	0
9989408	90	29
6686981	12	1
7069952	1	2
12395079	11	8
6542648	4	16
22666322	2	3
6981000	20	2
32017748	3	0
11489629	7	2
10333782	10	4
10970091	4	0
11376781	1	5
13639814	8	3
14272187	44	30
21643573	0	0
24362672	315	284
34443124	0	0
28011294	1	0
12323849	28	14
8489295	2	0
6362462	3	2
26824763	6	3
33192681	0	0
9008659	280	95
30379187	5	1
14659218	0	0
13015054	4	0
12711663	4	11
5378301	16	15
5814665	4	138
29790511	15	14
12144923	2	6
17553622	18	25
28501837	0	3
25221184	126	41
32366697	1	0
15634013	8	2
13234732	2	1
32629245	47	23
13166039	0	0
34471846	1	0
35513587	2	0
10105042	27	1
10916482	897	1354
32455686	0	14
34333096	451	94
27344676	0	1
18724741	1	1
12601106	1	2
23453903	1	1
31223980	2	0
21842341	0	0
4791650	12	13
10698834	1	1
13253189	2	1
16048704	3	0
5678817	19	5
26218625	1	0
29403568	10	5
17252905	0	1
25486009	7	0
34449652	4	1
24769286	0	0
30839646	2	0
35324638	0	0
12891705	2	1
12218704	2	2
9366036	14	7
14357970	4	9
27266319	1	0
26718230	2	5
16657245	2	1
15230241	5	5
34104433	4	9
18428773	5	3
13484743	22	8
14495417	13	25
11827904	2	2
21240205	1	2
24824969	6	1
30844248	27	6
32897550	2	2
6198511	48	5
10833077	10	1
23226644	5	4
28316773	101	22
16282928	8	0
10569274	1	0
26429744	3	2
25794496	1	0
12414166	1	0
11186993	24	4
7899608	21	3
9721965	29	35
15426613	33	11
27252879	7	4
5832113	14	10
12140292	0	2
13625701	172	4
8642197	5	4
10334362	0	0
13957332	1	0
11936333	8	19
14426927	5	1
29725231	115	34
14692559	3	37
30116867	190	34
28801312	1	0
13903800	2	3
9055969	11	1
12479076	3	10
4772468	43	6
17759233	1	6
5215368	13	34
7148539	1	5
26043256	0	0
16104357	83	28
17924344	2	2
5699136	63	81
25941295	1	1
7738696	10	201
7163983	12	36
30385265	1	0
5726270	38	1
21787321	0	2
5505765	164	38
14983890	0	0
14515481	14	1
33108036	1	1
14263700	42	9
11760440	0	0
28740907	0	4
29715550	3	1
15330713	3	7
32636898	0	0
23500445	99	21
12794304	11	10
6313080	10	2
8769664	1	1
11610113	13	7
13665953	3	10
6461649	2	2
7857317	4	1
15934833	2	0
20597479	3	0
15120988	5	3
11647979	30	5
24103193	1	1
29891143	5	2
17400823	6	7
22380967	1	1
10856472	15	25
6067145	10	3
19226116	3	1
7644120	4	2
11158143	3	2
14711720	9	32
14288089	4	14
12412634	4	0
15983233	3	3
23930849	72	21
31068248	2	2
20350402	0	0
31615291	0	0
8445833	7	2
11454028	1	0
26519507	0	0
21762751	3	0
17173735	47	9
11338836	72	52
11617026	6	15
31023178	2	1
30754476	2	1
21569725	0	0
12770749	25	223
14887144	52	6
9651313	8	2
11019519	313	132
24377153	5	7
6135937	8	3
24095840	9	5
13103968	1	2
9560876	2	6
6552855	18	19
30209588	0	1
4894488	15	2
13105734	1	2
4953061	15	4
15956036	5	0
5230228	11	40
4777864	43	39
5482418	5	336
26248349	4	1
25826005	1	0
25876123	0	0
20047663	4	2
20931244	6	11
23530997	4	0
8301682	14	11
14374876	6	16
21394624	1	53
30317051	0	0
12119974	1	5
12615355	19	14
4725891	13	2
33933744	18	9
11151427	9	1
32448675	0	10
23089736	9	4
6593520	2	5
14226496	4	36
11016087	0	0
22321708	178	11
7410075	34	100
16267076	4	1
12069274	2	4
29961421	0	0
13103624	44	6
22800704	2	11
23131970	0	3
29658226	1	0
11114589	15	10
11044174	0	0
9725872	7	0
17874376	40	11
30042844	2	0
35074931	0	0
8220961	8	1
12383590	8	22
27585849	0	0
6344846	142	207
15862210	0	0
13966316	0	0
6110245	22	17
9206421	0	5
18557518	5	1
7440788	11	14
4898759	6	3
26974811	0	0
6847003	37	10
7067072	81	4
7427370	1	3
20346931	4	7
20725444	3	2
7059105	4	28
18785638	2	1
21574702	3	6
5254883	44	5
6430060	16	12
21092131	3	0
15261710	7	1
23144279	3	0
7124014	7	0
34427899	2	1
27728304	0	1
10045083	1	2
5568040	12	21
14379906	0	6
34387186	723	68
34649722	1	0
29436031	0	0
27392319	1	2
6027731	3	6
27092898	0	0
11482369	3	12
15447732	1	0
11267248	4	2
12083603	8	24
22693088	9	10
25279363	7	2
11179831	23	8
16589139	2	2
11228557	8	46
5956315	57	32
19618084	32	7
13170027	31	8
14696148	1	0
8183860	64	219
18998764	3	28
26464646	0	0
31425734	8	33
8589919	161	148
32242575	1	0
11953528	16	3
14885008	2	0
11143977	1	0
15719598	178	2
33278655	1	0
6179705	46	12
20662972	83	68
10669361	0	0
14771485	0	14
28424761	1	0
24418391	2	1
34727769	1	0
14324701	2	0
15532193	33	28
5132006	35	22
7385296	17	1
7499908	50	2
16227422	2	0
20085454	0	0
15336295	0	1
17706109	7	44
5299198	5	6
11557182	8	1
7898248	25	11
18043369	27	17
7002590	50	356
32434812	0	2
5563748	5	0
19530283	4	1
14869928	2	1
14032725	14	1
25397632	3	3
7396891	1	1
14757050	84	101
15007138	2	5
28679551	2	4
19005472	4	0
11495784	25	41
6344349	4	8
25420837	92	12
28270723	1	0
14034888	119	29
7664998	7	52
19039726	2	3
20633164	0	11
9285664	89	44
6385827	77	42
6565553	1	3
21970126	1	1
26258147	1	34
29600428	2	11
33287466	0	0
27432228	0	0
9066144	102	14
16991664	14	3
11714502	34	14
27713358	6	0
14221018	2	0
24891854	8	6
16304719	25	3
29013772	21	27
34125073	0	0
16149468	5	7
13708199	6	5
6106122	4	1
15063045	193	169
19671886	3	2
11326916	3	12
27451131	2	0
34340080	1	0
11387330	2	3
32774442	6	11
6846390	12	23
12026540	8	210
34528588	3	1
27081279	0	1
9570372	3	4
11350212	2	3
14533081	0	0
31641727	0	7
20902693	6	9
31434782	0	3
5592445	1	0
31303200	0	0
9811841	12	5
7289485	0	11
25012972	0	0
33106770	1	0
18181414	6	0
14964596	1	1
9561195	6	15
11022833	2	0
5647772	6	7
5764550	16	37
6956453	12	6
11045582	67	13
6888529	13	42
15193966	38	16
15894468	6	2
31426460	0	0
6163838	197	198
7476751	9	0
16137310	6	0
32567451	1	1
11044268	8	1
24195269	0	0
19925932	25	0
8139768	2	13
24100676	15	47
29438557	2	0
16155713	0	0
5862733	36	14
23018723	4	1
35214235	1	8
9340094	2	2
11129683	18	9
33031401	4	2
35194066	0	2
7853376	16	28
16525569	2	33
10645625	25	4
5671531	12	10
20514172	99	3
17200807	11	5
34011651	0	0
5402702	0	3
16757262	1	0
12856732	0	0
12544691	49	8
26036506	9	0
13565292	3	4
15557492	7	2
28201549	2	0
33680916	1	0
12477744	5	2
10397264	4	3
29699887	0	0
10004005	2	9
23000168	1	1
14787538	2	3
7384074	0	0
7984472	16	0
7019793	11	14
6508741	7	13
12676018	17	122
25620727	2	0
11758909	7	2
33386039	2	1
27192231	13	2
8130233	19	8
12041487	0	1
12766771	0	0
5245721	22	6
5500502	4	0
21578623	1	0
22022701	12	6
17882023	39	8
7851846	13	25
15933069	1	1
25206001	1	5
9152635	14	61
13400197	8	5
5394578	15	4
9266852	3	0
10149137	4	3
10018600	4	18
10472052	4	2
8438935	10	2
27136998	1	5
30615484	0	1
19835464	3	6
15470901	5	1
16235273	6	6
9835362	50	38
7639784	432	54
6784309	56	11
33789555	0	0
24055388	2	0
19094374	0	8
24251510	1	2
27625863	1	0
9935885	10	33
6643133	0	1
14403054	17	3
31014919	13	0
5773776	6	3
10232439	23	1
34200799	4	1
14243991	118	125
5081637	5	54
22330180	5	1
32188752	1	0
25339831	1033	261
14750128	2	10
21476650	1	0
4871707	25	60
6971553	4	2
25646935	0	8
5013971	45	15
23045615	2	1
4960328	51	24
26679686	9	0
20365507	11	1
6144793	8	0
13220361	1	1
11636376	10	155
6380755	1	0
12599747	2	3
8314941	2	1
23636363	12	9
30646564	1	3
19582963	97	33
8896081	6	0
16383996	7	0
5873350	2	0
7128393	50	37
8482286	142	16
10181622	3	4
9366201	1	4
15016343	1796	1006
27383496	21	2
7018797	21	42
24179498	2	8
10154123	117	30
4921012	22	18
8101159	46	20
11887445	1	2
11913676	12	1
26522846	4	1
15490341	9	5
10300109	6	10
5112509	51	191
8809958	11	2
15110957	6	0
9994384	16	3
33224958	0	0
10206275	3	0
16170601	6	0
25638964	1	0
14322130	4	29
5379710	109	22
16989084	4	0
8633263	12	33
23611481	0	0
25606828	2	1
28379656	2	0
15561400	2	1
11963957	11	38
22146721	9	2
30244223	0	0
31003534	4	4
5121491	3	39
14847687	7	0
7990609	0	0
8613215	1	0
8645363	21	2
33879057	2	0
9840052	21	4
15358680	12	1
13158584	6	2
6875201	188	10
26533523	0	2
25823401	2	0
10446485	1	1
6346589	6	2
11213829	15	1
5332896	1	0
6282773	8	0
10462392	1	7
22500407	5	1
32592096	4	1
22363447	1	0
14389513	5	1
25245289	0	0
16676130	248	81
10102796	4	19
19355170	8	12
8267494	14	1
13468454	0	0
7225445	1	25
9007463	1	70
25321888	4	0
7342091	44	5
5417615	7	6
11725961	30	26
35248720	0	0
15265587	5	5
8220459	4	7
15332147	9	1
16638846	1	0
30267560	2	0
25744492	1	0
14143744	1	0
10374607	0	1
13235879	2	1
27141888	1	7
14408033	6	19
5249674	8	2
10117641	10	10
8893719	21	3
20918209	1	0
10865789	10	15
34341334	5	3
14431678	10	2
9454153	11	4
22398223	1	5
27150525	0	0
22682315	48	32
21768112	6	2
8383973	3	2
11363917	24	13
8854177	26	1
6238031	73	5
16282356	2	4
23145668	46	15
7293557	7	8
14655982	0	0
31633522	58	23
8116221	21	2
17111397	1	0
5703264	19	128
9816408	0	0
11155750	3	40
18634612	8	2
18628750	3	1
15607690	6	0
21302578	1	2
22063975	5	2
19073743	1	0
9929437	29	2
29710531	1	1
5714875	418	107
15277773	1	24
19097614	3	1
7112721	21	32
18563299	1	1
7876378	17	53
8610084	1	0
30269735	2	1
9148638	14	11
13262248	26	1
7444854	42	23
8251616	3	1
7988915	7	7
7007778	1	0
10867373	17	7
6910059	12	11
12312146	7	6
13808177	0	0
17495167	1	0
30940258	0	0
20283478	2	1
27287565	4	1
12247107	9	2
7762004	94	8
23380031	1	0
25856668	0	0
16164547	2	2
24779036	0	0
11552052	19	3
14313739	0	0
8327818	4	81
23786297	1	0
31320369	3	3
8571411	4	1
20153473	4	0
26548238	11	7
32726334	0	15
12639987	14	4
22252861	0	0
21106954	4	0
21594847	3	0
23039672	1	0
11087973	4	0
6587477	18	5
8520770	8	0
5232872	40	28
14275725	0	1
21708205	0	1
7481054	4	1
20783908	42	37
8191586	8	12
4938122	10	20
13296926	2	0
18980239	28	21
28728667	56	13
27934482	26	4
35380438	1	15
10490123	0	9
31841819	3	4
13858725	13	7
13985797	4	0
7927957	16	9
7560668	310	168
6207941	27	6
17871085	5	0
6387429	5	2
9672323	12	4
10775187	19	35
18885628	18	12
11181719	0	1
6358112	19	2
11270796	10	3
22303369	1	0
5478194	145	35
5246984	15	10
8166520	6	18
8046738	703	35
6177180	1	1
8205409	4	1
25238161	3	1
8405966	3	9
12158224	11	5
27639399	46	4
11558633	53	2
18740509	24	3
4743701	40	8
24399155	1	0
9298724	4	17
14151318	1	0
7592598	9	257
11164086	7	5
26681858	8	10
9365053	253	78
19242568	0	0
18592270	2	8
20763526	0	5
20990269	0	0
7354879	5	0
7483633	6	0
24834743	1	0
8708491	1	2
27711285	1	4
6464245	6	4
33524271	0	1
18743545	12	2
11278051	2	7
6475884	18	7
19832860	1	34
6531075	7	3
24567062	0	0
5233237	44	97
8707042	24	4
9261390	9	0
4906967	33	5
8179704	0	1
34113697	7	1
26054701	2	0
18279643	6	34
13276458	6	17
23164538	5	1
7793718	3	1
14729281	1	1
5386242	13	1
15233244	3	0
22917953	1	0
7253731	7	11
4999544	38	11
30225416	4	1
31218664	0	0
8808260	19	33
4854004	24	2
15874727	10	8
6151261	1	1
26506028	3	0
25009717	55	12
8846909	9	4
5079042	6	0
12411463	1	1
10302072	9	3
32508414	1	0
14618628	1	0
9063469	3	1
5528538	23	3
7630332	13	29
8600262	22	3
19454776	7	2
12042317	0	12
12833736	1	1
7339213	3	11
10396142	5	0
27872253	1	7
15344735	8	1
16235561	16	0
8318397	5	4
23657867	5	2
20227684	10	25
33638547	1	2
13572821	52	22
20242774	23	6
26714816	1	1
6385694	11	22
20518663	9	2
10514859	61	59
11368007	4	12
9916270	8	9
33757794	1	0
7386041	31	7
20888164	1	0
14487136	2	1
9205145	5	2
13960117	3	0
8299973	20	3
26514209	1	1
16022328	0	1
17719855	6	16
10013818	10	3
6866945	11	3
18590392	0	3
20260540	1	1
21192715	47	14
8286539	166	90
7618968	0	22
33538491	0	0
5523230	35	10
14661798	16	4
15308662	0	8
28806628	1	10
6625717	3	0
6367686	4	2
5333773	95	29
6654206	0	12
24252512	4	20
14891941	8	8
5162501	19	25
15703241	1	13
27135171	4	0
8160259	15	2
11143106	41	8
6201933	141	32
12639602	0	2
15514572	1	0
14595012	851	1098
21245473	60	7
6600543	276	23
20897116	53	3
32529606	26	7
8868908	3	3
10048215	2	16
24412946	1	2
25594978	6	0
18405784	2	1
4886847	12	1
18434569	1	5
7164474	17	16
27332082	9	5
7192933	8	8
11592043	16	20
27655062	1	2
4685341	3	4
14059120	0	2
13777083	11	11
11500426	0	6
10278500	15	55
12972795	34	1
6685964	247	66
35134253	32	26
9050475	5	1
8533116	16	0
13242937	0	1
8287657	7	0
8433173	5	6
32408844	0	0
11701493	4	0
24059297	0	2
6837252	50	2
11393864	7	6
6577741	4	4
8680373	2	5
14259869	0	9
12549946	1	0
6968868	2	4
7611008	5	11
6338394	4	24
12306898	18	3
7159111	28	45
30306479	15	4
28092487	2	0
11911943	58	13
26233025	0	0
12079122	46	4
11280340	0	1
7309228	28	27
12932224	11	4
15346129	41	4
23163497	1	0
31677383	1	0
12996212	3	1
4784266	5	2
14787747	140	36
17415670	8	2
12299618	20	0
12734546	284	97
23527271	2	0
8478587	2	2
13263132	2	12
15167319	4	0
18330634	2	0
9289939	1	4
9033833	25	21
34714824	1	0
22147120	1	2
12225985	2	1
33686262	0	0
12024285	5	1
9393475	4	0
29738620	2	0
33964254	1	0
27385467	1	0
5650098	120	15
13978909	17	4
8200934	2	15
13375438	2	21
32975571	25	4
28240327	2	0
12042809	78	173
31270112	1	1
12784838	6	47
6674089	43	106
28231837	5	15
8348486	17	11
20592118	4	0
33115155	0	1
26360531	1	5
6378941	10	2
6027690	25	9
12406264	0	5
14623422	2	0
11573418	0	0
29913919	10	10
6957701	39	0
26748212	415	209
9129887	0	0
19423963	6	0
6397555	1	0
28852627	16	9
18825790	0	0
16008328	9	23
10179473	1	1
8746491	30	40
5742116	1	0
22290598	0	0
33651105	1	8
15392253	3	7
29855674	2	0
5539397	0	1
33162435	55	6
33718650	3	0
7267160	1	3
6015368	0	1
12073785	16	5
14892731	2	7
5148795	165	4
7054071	0	0
8792827	4	0
5824689	3	16
11978173	23	15
9622606	1	0
12556149	111	38
16076787	39	21
17848147	0	4
31284761	1	0
11866134	5	0
24968098	0	0
5070979	3	0
7430683	2	10
7585877	82	461
21455635	0	0
14654683	3	2
27553677	1	0
32752224	2	0
6609561	65	29
27894210	0	2
29312614	5	3
31611502	208	35
16148651	1	1
15485166	0	0
10951949	64	37
31738220	0	7
10234058	6	3
9511786	2	21
8664434	141	205
9845844	0	0
9281495	7	17
13534020	10	35
7358542	0	5
15075724	7	7
7986835	498	22
21819757	19	16
6102821	0	1
22543802	2	0
7175117	55	34
14868184	0	0
11137467	9	4
11179618	3	16
12161010	24	2
8420934	109	96
8192772	12	1
20809783	1	0
9472246	1	0
12808387	4	1
